id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,match_outcome,home_advantage
113,2008,Jaipur,2008-05-26,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,Sohail Tanvir,Sawai Mansingh Stadium,Bf Bowden,K Hariharan,Target is chased,Neutral
114,2008,Hyderabad,2008-05-27,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,0,Chennai Super Kings,0,7,Sk Raina,"Rajiv Gandhi International Stadium, Uppal",Bg Jerling,Am Saheba,Target is chased,Neutral
115,2008,Mumbai,2008-05-30,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,105,0,Sr Watson,Wankhede Stadium,Bf Bowden,Re Koertzen,Target is defended,Neutral
116,2008,Mumbai,2008-05-31,Kings Xi Punjab,Chennai Super Kings,Kings Xi Punjab,bat,normal,0,Chennai Super Kings,0,9,M Ntini,Wankhede Stadium,Asad Rauf,Dj Harper,Target is chased,Neutral
117,2008,Mumbai,2008-06-01,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,Yk Pathan,Dr Dy Patil Sports Academy,Bf Bowden,Re Koertzen,Target is chased,Neutral
118,2009,Cape Town,2009-04-18,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,19,0,Sr Tendulkar,Newlands,Br Doctrove,K Hariharan,Target is defended,Neutral
119,2009,Cape Town,2009-04-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,75,0,R Dravid,Newlands,Br Doctrove,Rb Tiffin,Target is defended,Neutral
120,2009,Cape Town,2009-04-19,Kings Xi Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,1,Delhi Daredevils,0,10,Dl Vettori,Newlands,Mr Benson,Sd Ranade,Target is chased,Neutral
121,2009,Cape Town,2009-04-19,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Deccan Chargers,0,8,Rp Singh,Newlands,Mr Benson,Br Doctrove,Target is chased,Neutral
122,2009,Port Elizabeth,2009-04-20,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,92,0,M Muralitharan,St George'S Park,Bg Jerling,Sja Taufel,Target is defended,Neutral
123,2009,Durban,2009-04-21,Kings Xi Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,11,0,Ch Gayle,Kingsmead,Dj Harper,Sd Ranade,Target is defended,Neutral
124,2009,Cape Town,2009-04-22,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Deccan Chargers,24,0,Ac Gilchrist,Newlands,M Erasmus,Am Saheba,Target is defended,Neutral
125,2009,Durban,2009-04-23,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,0,Delhi Daredevils,9,0,Ab De Villiers,Kingsmead,Br Doctrove,Sja Taufel,Target is defended,Neutral
126,2009,Cape Town,2009-04-23,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,0,Rajasthan Royals,0,0,Yk Pathan,Newlands,Mr Benson,M Erasmus,Tie/No Result,Neutral
127,2009,Durban,2009-04-24,Royal Challengers Bangalore,Kings Xi Punjab,Royal Challengers Bangalore,bat,normal,0,Kings Xi Punjab,0,7,Rs Bopara,Kingsmead,Br Doctrove,Th Wijewardene,Target is chased,Neutral
128,2009,Durban,2009-04-25,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,12,0,Pp Ojha,Kingsmead,Hdpk Dharmasena,Sja Taufel,Target is defended,Neutral
129,2009,Port Elizabeth,2009-04-26,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Delhi Daredevils,0,6,Tm Dilshan,St George'S Park,S Asnani,Bg Jerling,Target is chased,Neutral
130,2009,Cape Town,2009-04-26,Kings Xi Punjab,Rajasthan Royals,Kings Xi Punjab,bat,normal,0,Kings Xi Punjab,27,0,Kc Sangakkara,Newlands,M Erasmus,K Hariharan,Target is defended,Neutral
131,2009,Durban,2009-04-27,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,Hh Gibbs,Kingsmead,Il Howell,Th Wijewardene,Target is chased,Neutral
132,2009,Port Elizabeth,2009-04-27,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,92,0,Sr Tendulkar,St George'S Park,Bg Jerling,Rb Tiffin,Target is defended,Neutral
133,2009,Centurion,2009-04-28,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,5,Yk Pathan,Supersport Park,Gav Baxter,Re Koertzen,Target is chased,Neutral
134,2009,Durban,2009-04-29,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,5,Mv Boucher,Kingsmead,Mr Benson,Th Wijewardene,Target is chased,Neutral
135,2009,Durban,2009-04-29,Kings Xi Punjab,Mumbai Indians,Kings Xi Punjab,bat,normal,0,Kings Xi Punjab,3,0,Kc Sangakkara,Kingsmead,Mr Benson,Sl Shastri,Target is defended,Neutral
136,2009,Centurion,2009-04-30,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,Dp Nannes,Supersport Park,Gav Baxter,Am Saheba,Target is chased,Neutral
137,2009,Centurion,2009-04-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,38,0,Sk Raina,Supersport Park,Gav Baxter,Re Koertzen,Target is defended,Neutral
138,2009,East London,2009-05-01,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,9,0,Jp Duminy,Buffalo Park,M Erasmus,Sk Tarapore,Target is defended,Neutral
139,2009,Durban,2009-05-01,Royal Challengers Bangalore,Kings Xi Punjab,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,8,0,Yuvraj Singh,Kingsmead,Hdpk Dharmasena,S Ravi,Target is defended,Neutral
140,2009,Port Elizabeth,2009-05-02,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0,3,Yk Pathan,St George'S Park,S Asnani,Bg Jerling,Target is chased,Neutral
141,2009,Johannesburg,2009-05-02,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,18,0,Sb Jakati,New Wanderers Stadium,Dj Harper,Re Koertzen,Target is defended,Neutral
142,2009,Port Elizabeth,2009-05-03,Kolkata Knight Riders,Kings Xi Punjab,Kolkata Knight Riders,bat,normal,0,Kings Xi Punjab,0,6,Dpmd Jayawardene,St George'S Park,S Asnani,Mr Benson,Target is chased,Neutral
143,2009,Johannesburg,2009-05-03,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,9,Jh Kallis,New Wanderers Stadium,Re Koertzen,Th Wijewardene,Target is chased,Neutral
144,2009,East London,2009-05-04,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,78,0,Ms Dhoni,Buffalo Park,Br Doctrove,M Erasmus,Target is defended,Neutral
145,2009,Durban,2009-05-05,Rajasthan Royals,Kings Xi Punjab,Kings Xi Punjab,field,normal,0,Rajasthan Royals,78,0,Gc Smith,Kingsmead,Ss Hazare,Il Howell,Target is defended,Neutral
146,2009,Durban,2009-05-05,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,9,G Gambhir,Kingsmead,Gav Baxter,Il Howell,Target is chased,Neutral
147,2009,Centurion,2009-05-06,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,19,0,Rg Sharma,Supersport Park,Mr Benson,Hdpk Dharmasena,Target is defended,Neutral
148,2009,Centurion,2009-05-07,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,A Singh,Supersport Park,K Hariharan,Dj Harper,Target is chased,Neutral
149,2009,Centurion,2009-05-07,Chennai Super Kings,Kings Xi Punjab,Chennai Super Kings,bat,normal,1,Chennai Super Kings,12,0,Ml Hayden,Supersport Park,Dj Harper,Th Wijewardene,Target is defended,Neutral
150,2009,East London,2009-05-08,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,7,A Nehra,Buffalo Park,M Erasmus,Sk Tarapore,Target is chased,Neutral
151,2009,Kimberley,2009-05-09,Deccan Chargers,Kings Xi Punjab,Kings Xi Punjab,field,normal,0,Kings Xi Punjab,0,3,Dpmd Jayawardene,De Beers Diamond Oval,Gav Baxter,Am Saheba,Target is chased,Neutral
152,2009,Kimberley,2009-05-09,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,7,S Badrinath,De Beers Diamond Oval,Gav Baxter,Hdpk Dharmasena,Target is chased,Neutral
153,2009,Port Elizabeth,2009-05-10,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,16,0,Jp Duminy,St George'S Park,Br Doctrove,Bg Jerling,Target is defended,Neutral
154,2009,Johannesburg,2009-05-10,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,A Mishra,New Wanderers Stadium,Sl Shastri,Rb Tiffin,Target is chased,Neutral
155,2009,Kimberley,2009-05-11,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Deccan Chargers,53,0,Dr Smith,De Beers Diamond Oval,Gav Baxter,Hdpk Dharmasena,Target is defended,Neutral
156,2009,Centurion,2009-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,Lrpl Taylor,Supersport Park,M Erasmus,Ss Hazare,Target is chased,Neutral
157,2009,Centurion,2009-05-12,Kings Xi Punjab,Mumbai Indians,Kings Xi Punjab,bat,normal,0,Mumbai Indians,0,8,Harbhajan Singh,Supersport Park,Ss Hazare,Re Koertzen,Target is chased,Neutral
158,2009,Durban,2009-05-13,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Delhi Daredevils,12,0,R Bhatia,Kingsmead,Dj Harper,Sl Shastri,Target is defended,Neutral
159,2009,Durban,2009-05-14,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,2,Lrpl Taylor,Kingsmead,Br Doctrove,Dj Harper,Target is chased,Neutral
160,2009,Durban,2009-05-14,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2,0,Sk Warne,Kingsmead,Br Doctrove,Dj Harper,Target is defended,Neutral
161,2009,Bloemfontein,2009-05-15,Delhi Daredevils,Kings Xi Punjab,Kings Xi Punjab,field,normal,0,Kings Xi Punjab,0,6,B Lee,Outsurance Oval,Hdpk Dharmasena,Il Howell,Target is chased,Neutral
162,2009,Port Elizabeth,2009-05-16,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,7,Ml Hayden,St George'S Park,Sk Tarapore,Sja Taufel,Target is chased,Neutral
163,2009,Johannesburg,2009-05-16,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,Rg Sharma,New Wanderers Stadium,Re Koertzen,S Ravi,Target is chased,Neutral
164,2009,Johannesburg,2009-05-17,Kings Xi Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Kings Xi Punjab,1,0,Yuvraj Singh,New Wanderers Stadium,S Ravi,Rb Tiffin,Target is defended,Neutral
165,2009,Bloemfontein,2009-05-17,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,14,0,Ab De Villiers,Outsurance Oval,Ss Hazare,Il Howell,Target is defended,Neutral
166,2009,Centurion,2009-05-18,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,7,Bj Hodge,Supersport Park,Sja Taufel,Rb Tiffin,Target is chased,Neutral
167,2009,Johannesburg,2009-05-19,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,0,Royal Challengers Bangalore,0,7,Jh Kallis,New Wanderers Stadium,Il Howell,Rb Tiffin,Target is chased,Neutral
168,2009,Durban,2009-05-20,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,Lr Shukla,Kingsmead,Bg Jerling,Sja Taufel,Target is chased,Neutral
169,2009,Durban,2009-05-20,Chennai Super Kings,Kings Xi Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,M Muralitharan,Kingsmead,Bg Jerling,Sja Taufel,Target is defended,Neutral
170,2009,Centurion,2009-05-21,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,4,V Sehwag,Supersport Park,Il Howell,S Ravi,Target is chased,Neutral
171,2009,Centurion,2009-05-21,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,12,0,Mk Pandey,Supersport Park,Il Howell,S Ravi,Target is defended,Neutral
172,2009,Centurion,2009-05-22,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,Ac Gilchrist,Supersport Park,Br Doctrove,Dj Harper,Target is chased,Neutral
173,2009,Johannesburg,2009-05-23,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,Mk Pandey,New Wanderers Stadium,Re Koertzen,Sja Taufel,Target is chased,Neutral
174,2009,Johannesburg,2009-05-24,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,6,0,A Kumble,New Wanderers Stadium,Re Koertzen,Sja Taufel,Target is defended,Neutral
175,2010,Mumbai,2010-03-12,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,11,0,Ad Mathews,Dr Dy Patil Sports Academy,Re Koertzen,Rb Tiffin,Target is defended,Neutral
176,2010,Mumbai,2010-03-13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,4,0,Yk Pathan,Brabourne Stadium,Re Koertzen,Rb Tiffin,Target is defended,Team1 Home
177,2010,Chandigarh,2010-03-13,Kings Xi Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali",Br Doctrove,S Ravi,Target is chased,Neutral
178,2010,Kolkata,2010-03-14,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,Mk Tiwary,Eden Gardens,Hdpk Dharmasena,Am Saheba,Target is chased,Team2 Home
179,2010,Chennai,2010-03-14,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,0,Deccan Chargers,31,0,Wpujc Vaas,"Ma Chidambaram Stadium, Chepauk",K Hariharan,Dj Harper,Target is defended,Team2 Home
180,2010,Ahmedabad,2010-03-15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,V Sehwag,"Sardar Patel Stadium, Motera",Bg Jerling,Re Koertzen,Target is chased,Neutral
181,2010,Bangalore,2010-03-16,Kings Xi Punjab,Royal Challengers Bangalore,Kings Xi Punjab,bat,normal,0,Royal Challengers Bangalore,0,8,Jh Kallis,M Chinnaswamy Stadium,S Das,Dj Harper,Target is chased,Team2 Home
182,2010,Kolkata,2010-03-16,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,55,0,Ms Dhoni,Eden Gardens,Hdpk Dharmasena,Am Saheba,Target is defended,Team2 Home
183,2010,Delhi,2010-03-17,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,98,0,Sr Tendulkar,Feroz Shah Kotla,Br Doctrove,Sk Tarapore,Target is defended,Team2 Home
184,2010,Bangalore,2010-03-18,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,Jh Kallis,M Chinnaswamy Stadium,K Hariharan,Dj Harper,Target is chased,Team2 Home
185,2010,Delhi,2010-03-19,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,0,Chennai Super Kings,0,5,Ml Hayden,Feroz Shah Kotla,Br Doctrove,Sk Tarapore,Target is chased,Team1 Home
